FID,sample_effort_id,survey_date,project_name,observers,observers_affiliation,observers_secondary_affiliation,site_code,original_site_code,visit_type,revisit,area_surveyed,study_type,viereck_code,viereck_name,disturbance_type,location,latitude,longitude,elevation,quad_name,quad_number,collection_method,precision,map_source,map_scale,map_date,location_notes,usda_name_code,presence,usda_name_2,scientific_name,common_name,family,rank_code,infested_area,canopy_cover,stem_count,estimated_years_of_disturbance,herbarium,control_action,aggressiveness,species_notes,project_description,project_method,project_discussion,data_type
akepic_weed_observation_flat.fid--2f0727_1675e0d5d0d_-2da3,521270,7/20/2011,Fairbanks Elodea survey,"Peek, R.; Medinger, L.; Sharp, T.; Chardon, K.",SWCD,,APFL11-002,,Reconnaissance,no,0.5,Single species study,,,,POINT (-147.82878 64.82523),64.82523,-147.82878,,,,GPS,0-30,,,,SE corner of floatpond annex at boat ramp,ELODE,FALSE,,Elodea Michx. sp.,waterweed,Hydrocharitaceae,79,0,0,N/A,,Not Collected,None,,ELNU2 not found at this site,"Survey of Fairbanks area streams, lakes, and rivers for the aquatic invasive plant, Elodea nuttallii",,Changed Plant Species Code from 'NONE' to 'ELODE' (LAF),
akepic_weed_observation_flat.fid--2f0727_1675e0d5d0d_-2da2,521269,7/20/2011,Fairbanks Elodea survey,"Peek, R.; Medinger, L.; Sharp, T.; Chardon, K.",SWCD,,APFL11-011,,Reconnaissance,no,0.25,Single species study,,,,POINT (-147.83356 64.82581),64.82581,-147.83356,,,,GPS,0-30,,,,"second inlet from north, on eastern bank of main float pond",ELODE,FALSE,,Elodea Michx. sp.,waterweed,Hydrocharitaceae,79,0,0,N/A,,Not Collected,None,,ELNU2 not found at this site,"Survey of Fairbanks area streams, lakes, and rivers for the aquatic invasive plant, Elodea nuttallii",,Changed Plant Species Code from 'NONE' to 'ELODE' (LAF),
akepic_weed_observation_flat.fid--2f0727_1675e0d5d0d_-2da1,521281,7/21/2011,Fairbanks Elodea survey,"Sharp, T.; Peek, R.",SWCD,,NOSL11-004,,Reconnaissance,no,0.5,Single species study,,,,POINT (-147.7988 64.8521),64.8521,-147.7988,,,,GPS,0-30,,,,train crossing,ELODE,FALSE,,Elodea Michx. sp.,waterweed,Hydrocharitaceae,79,0,0,N/A,,Not Collected,None,,ELNU2 not found at this site,"Survey of Fairbanks area streams, lakes, and rivers for the aquatic invasive plant, Elodea nuttallii",,Changed Plant Species Code from 'NONE' to 'ELODE' (LAF),
akepic_weed_observation_flat.fid--2f0727_1675e0d5d0d_-2da0,521293,7/21/2011,Fairbanks Elodea survey,"Medinger, L.; Chardon, K.",SWCD,,CHRIB-023,,Reconnaissance,no,,Single species study,,,,POINT (-147.837895 64.842131),64.842131,-147.837895,,,,GPS,0-30,,,,Near Tovey Dr,ELODE,FALSE,,Elodea Michx. sp.,waterweed,Hydrocharitaceae,79,0,0,N/A,,Not Collected,None,,,Survey for Elodea nuttallii - sweep of the Chena River in a motorboat,,Changed Plant Species Code from 'NONE' to 'ELODE' (LAF),
akepic_weed_observation_flat.fid--2f0727_1675e0d5d0d_-2d9f,521286,7/21/2011,Fairbanks Elodea survey,"Sharp, T.; Peek, R.",SWCD,,DESL11-002,,Reconnaissance,no,0.125,Single species study,,,,POINT (-147.82433 64.8494),64.8494,-147.82433,,,,GPS,0-30,,,,By Pizza Hut and Geist-north side,ELODE,FALSE,,Elodea Michx. sp.,waterweed,Hydrocharitaceae,79,0,0,N/A,,Not Collected,None,,ELNU2 not found at this site,"Survey of Fairbanks area streams, lakes, and rivers for the aquatic invasive plant, Elodea nuttallii",,Changed Plant Species Code from 'NONE' to 'ELODE' (LAF),
akepic_weed_observation_flat.fid--2f0727_1675e0d5d0d_-2d9e,521282,7/21/2011,Fairbanks Elodea survey,"Sharp, T.; Peek, R.",SWCD,,NOSL11-001,,Reconnaissance,no,0.5,Single species study,,,,POINT (-147.80899 64.84368),64.84368,-147.80899,,,,GPS,0-30,,,,"residential area, bridge off of Goldizen Ave.",ELODE,FALSE,,Elodea Michx. sp.,waterweed,Hydrocharitaceae,79,0,0,N/A,,Not Collected,None,,ELNU2 not found at this site,"Survey of Fairbanks area streams, lakes, and rivers for the aquatic invasive plant, Elodea nuttallii",,Changed Plant Species Code from 'NONE' to 'ELODE' (LAF),
akepic_weed_observation_flat.fid--2f0727_1675e0d5d0d_-2d9d,521283,7/21/2011,Fairbanks Elodea survey,"Chardon, K.; Medinger, L.",SWCD,,CHRI11-015,,Reconnaissance,no,,Single species study,,,,POINT (-147.860325 64.829583),64.829583,-147.860325,,,,GPS,0-30,,,,N. Side of River from Pikes to Riverboat Discovery,ELODE,FALSE,,Elodea Michx. sp.,waterweed,Hydrocharitaceae,79,0,0,N/A,,Not Collected,None,,ELNU2 not found at this site,"Survey of Fairbanks area streams, lakes, and rivers for the aquatic invasive plant, Elodea nuttallii",,Changed Plant Species Code from 'NONE' to 'ELODE' (LAF),
akepic_weed_observation_flat.fid--2f0727_1675e0d5d0d_-2d9c,521297,7/21/2011,Fairbanks Elodea survey,"Medinger, L.; Chardon, K.",SWCD,,CHRIB-027,,Reconnaissance,no,,Single species study,,,,POINT (-147.729692 64.846397),64.846397,-147.729692,,,,GPS,0-30,,,,Near Peger St,ELODE,FALSE,,Elodea Michx. sp.,waterweed,Hydrocharitaceae,79,0,0,N/A,,Not Collected,None,,,Survey for Elodea nuttallii - sweep of the Chena River in a motorboat,,Changed Plant Species Code from 'NONE' to 'ELODE' (LAF),
akepic_weed_observation_flat.fid--2f0727_1675e0d5d0d_-2d9b,521301,7/21/2011,Fairbanks Elodea survey,"Medinger, L.; Chardon, K.",SWCD,,CHRIB-026,,Reconnaissance,no,,Single species study,,,,POINT (-147.783565 64.842738),64.842738,-147.783565,,,,GPS,0-30,,,,In front of Boatel Bar,ELODE,FALSE,,Elodea Michx. sp.,waterweed,Hydrocharitaceae,79,0,0,N/A,,Not Collected,None,,,Survey for Elodea nuttallii - sweep of the Chena River in a motorboat,,Changed Plant Species Code from 'NONE' to 'ELODE' (LAF),
akepic_weed_observation_flat.fid--2f0727_1675e0d5d0d_-2d9a,521294,7/21/2011,Fairbanks Elodea survey,"Medinger, L.; Chardon, K.",SWCD,,CHRIB-028,,Reconnaissance,no,,Single species study,,,,POINT (-147.712681 64.847092),64.847092,-147.712681,,,,GPS,0-30,,,,Near the Elk's bar,ELODE,FALSE,,Elodea Michx. sp.,waterweed,Hydrocharitaceae,79,0,0,N/A,,Not Collected,None,,,Survey for Elodea nuttallii - sweep of the Chena River in a motorboat,,Changed Plant Species Code from 'NONE' to 'ELODE' (LAF),
akepic_weed_observation_flat.fid--2f0727_1675e0d5d0d_-2d99,521300,7/21/2011,Fairbanks Elodea survey,"Medinger, L.; Chardon, K.",SWCD,,CHRIB-016,,Reconnaissance,no,,Single species study,,,,POINT (-147.885177 64.830585),64.830585,-147.885177,,,,GPS,0-30,,,,N side of river from Pumphouse to Riverboat Discovery,ELODE,FALSE,,Elodea Michx. sp.,waterweed,Hydrocharitaceae,79,0,0,N/A,,Not Collected,None,,,Survey for Elodea nuttallii - sweep of the Chena River in a motorboat,,Changed Plant Species Code from 'NONE' to 'ELODE' (LAF),
akepic_weed_observation_flat.fid--2f0727_1675e0d5d0d_-2d98,521279,7/21/2011,Fairbanks Elodea survey,"Peek, R.; Medinger, L.; Sharp, T.; Chardon, K.",SWCD,,APFL11-013,,Reconnaissance,no,0.125,Single species study,,,,POINT (-147.84929 64.82018),64.82018,-147.84929,,,,GPS,0-30,,,,West side of float pond,ELODE,FALSE,,Elodea Michx. sp.,waterweed,Hydrocharitaceae,79,0,0,N/A,,Not Collected,None,,ELNU2 not found at this site,"Survey of Fairbanks area streams, lakes, and rivers for the aquatic invasive plant, Elodea nuttallii",,Changed Plant Species Code from 'NONE' to 'ELODE' (LAF),
akepic_weed_observation_flat.fid--2f0727_1675e0d5d0d_-2d97,521292,7/21/2011,Fairbanks Elodea survey,"Medinger, L.; Chardon, K.",SWCD,,CHRIB-025,,Reconnaissance,no,,Single species study,,,,POINT (-147.803854 64.838661),64.838661,-147.803854,,,,GPS,0-30,,,,Near University Ave Bridge,ELODE,FALSE,,Elodea Michx. sp.,waterweed,Hydrocharitaceae,79,0,0,N/A,,Not Collected,None,,,Survey for Elodea nuttallii - sweep of the Chena River in a motorboat,,Changed Plant Species Code from 'NONE' to 'ELODE' (LAF),
akepic_weed_observation_flat.fid--2f0727_1675e0d5d0d_-2d96,521298,7/21/2011,Fairbanks Elodea survey,"Medinger, L.; Chardon, K.",SWCD,,CHRIB-019,,Reconnaissance,no,,Single species study,,,,POINT (-147.893464 64.817253),64.817253,-147.893464,,,,GPS,0-30,,,,near Kayla St,ELODE,FALSE,,Elodea Michx. sp.,waterweed,Hydrocharitaceae,79,0,0,N/A,,Not Collected,None,,,Survey for Elodea nuttallii - sweep of the Chena River in a motorboat,,Changed Plant Species Code from 'NONE' to 'ELODE' (LAF),
akepic_weed_observation_flat.fid--2f0727_1675e0d5d0d_-2d95,521299,7/21/2011,Fairbanks Elodea survey,"Medinger, L.; Chardon, K.",SWCD,,CHRIB-021,,Reconnaissance,no,,Single species study,,,,POINT (-147.915359 64.80664),64.80664,-147.915359,,,,GPS,0-30,,,,near Heldiver,ELODE,FALSE,,Elodea Michx. sp.,waterweed,Hydrocharitaceae,79,0,0,N/A,,Not Collected,None,,,Survey for Elodea nuttallii - sweep of the Chena River in a motorboat,,Changed Plant Species Code from 'NONE' to 'ELODE' (LAF),
akepic_weed_observation_flat.fid--2f0727_1675e0d5d0d_-2d94,521280,7/21/2011,Fairbanks Elodea survey,"Peek, R.; Medinger, L.; Sharp, T.; Chardon, K.",SWCD,,APFL11-012,,Reconnaissance,no,0.125,Single species study,,,,POINT (-147.83725 64.82661),64.82661,-147.83725,,,,GPS,0-30,,,,West side of APFL,ELODE,FALSE,,Elodea Michx. sp.,waterweed,Hydrocharitaceae,79,0,0,N/A,,Not Collected,None,,ELNU2 not found at this site,"Survey of Fairbanks area streams, lakes, and rivers for the aquatic invasive plant, Elodea nuttallii",,Changed Plant Species Code from 'NONE' to 'ELODE' (LAF),
akepic_weed_observation_flat.fid--2f0727_1675e0d5d0d_-2d93,521295,7/21/2011,Fairbanks Elodea survey,"Medinger, L.; Chardon, K.",SWCD,,CHRIB-020,,Reconnaissance,no,,Single species study,,,,POINT (-147.897424 64.811613),64.811613,-147.897424,,,,GPS,0-30,,,,near Stealy St,ELODE,FALSE,,Elodea Michx. sp.,waterweed,Hydrocharitaceae,79,0,0,N/A,,Not Collected,None,,,Survey for Elodea nuttallii - sweep of the Chena River in a motorboat,,Changed Plant Species Code from 'NONE' to 'ELODE' (LAF),
akepic_weed_observation_flat.fid--2f0727_1675e0d5d0d_-2d92,521284,7/21/2011,Fairbanks Elodea survey,"Sharp, T.; Peek, R.",SWCD,,NOSL11-003,,Reconnaissance,no,0.5,Single species study,,,,POINT (-147.80533 64.84947),64.84947,-147.80533,,,,GPS,0-30,,,,Johansen Expy Crossing,ELODE,FALSE,,Elodea Michx. sp.,waterweed,Hydrocharitaceae,79,0,0,N/A,,Not Collected,None,,ELNU2 not found at this site,"Survey of Fairbanks area streams, lakes, and rivers for the aquatic invasive plant, Elodea nuttallii",,Changed Plant Species Code from 'NONE' to 'ELODE' (LAF),
akepic_weed_observation_flat.fid--2f0727_1675e0d5d0d_-2d91,521285,7/21/2011,Fairbanks Elodea survey,"Sharp, T.; Peek, R.",SWCD,,DESL11-001,,Reconnaissance,no,0.5,Single species study,,,,POINT (-147.82445 64.84902),64.84902,-147.82445,,,,GPS,0-30,,,,By Pizza Hut and Geist-south side,ELODE,FALSE,,Elodea Michx. sp.,waterweed,Hydrocharitaceae,79,0,0,N/A,,Not Collected,None,,ELNU2 not found at this site,"Survey of Fairbanks area streams, lakes, and rivers for the aquatic invasive plant, Elodea nuttallii",,Changed Plant Species Code from 'NONE' to 'ELODE' (LAF),
akepic_weed_observation_flat.fid--2f0727_1675e0d5d0d_-2d90,521296,7/21/2011,Fairbanks Elodea survey,"Medinger, L.; Chardon, K.",SWCD,,CHRIB-024,,Reconnaissance,no,,Single species study,,,,POINT (-147.816567 64.84188),64.84188,-147.816567,,,,GPS,0-30,,,,Near River's Edge Campground,ELODE,FALSE,,Elodea Michx. sp.,waterweed,Hydrocharitaceae,79,0,0,N/A,,Not Collected,None,,,Survey for Elodea nuttallii - sweep of the Chena River in a motorboat,,Changed Plant Species Code from 'NONE' to 'ELODE' (LAF),
akepic_weed_observation_flat.fid--2f0727_1675e0d5d0d_-2d8f,521291,7/21/2011,Fairbanks Elodea survey,"Medinger, L.; Chardon, K.",SWCD,,CHRIB-029,,Reconnaissance,no,,Single species study,,,,POINT (-147.694296 64.83504),64.83504,-147.694296,,,,GPS,0-30,,,,Pro Music,ELODE,FALSE,,Elodea Michx. sp.,waterweed,Hydrocharitaceae,79,0,0,N/A,,Not Collected,None,,,Survey for Elodea nuttallii - sweep of the Chena River in a motorboat,,Changed Plant Species Code from 'NONE' to 'ELODE' (LAF),
akepic_weed_observation_flat.fid--2f0727_1675e0d5d0d_-2d8e,521290,7/21/2011,Fairbanks Elodea survey,"Medinger, L.; Chardon, K.",SWCD,,CHRIB-017,,Reconnaissance,no,,Single species study,,,,POINT (-147.891531 64.825591),64.825591,-147.891531,,,,GPS,0-30,,,,Pumphouse,ELODE,FALSE,,Elodea Michx. sp.,waterweed,Hydrocharitaceae,79,0,0,N/A,,Not Collected,None,,,Survey for Elodea nuttallii - sweep of the Chena River in a motorboat,,Changed Plant Species Code from 'NONE' to 'ELODE' (LAF),
akepic_weed_observation_flat.fid--2f0727_1675e0d5d0d_-2d8d,521289,7/21/2011,Fairbanks Elodea survey,"Medinger, L.; Chardon, K.",SWCD,,CHRIB-022,,Reconnaissance,no,,Single species study,,,,POINT (-147.853571 64.839139),64.839139,-147.853571,,,,GPS,0-30,,,,Upstream from Mitchell Hwy Pikes,ELODE,FALSE,,Elodea Michx. sp.,waterweed,Hydrocharitaceae,79,0,0,N/A,,Not Collected,None,,,Survey for Elodea nuttallii - sweep of the Chena River in a motorboat,,Changed Plant Species Code from 'NONE' to 'ELODE' (LAF),
akepic_weed_observation_flat.fid--2f0727_1675e0d5d0d_-2d8c,521288,7/21/2011,Fairbanks Elodea survey,"Medinger, L.; Chardon, K.",SWCD,,CHRIB-018,,Reconnaissance,no,,Single species study,,,,POINT (-147.894367 64.823545),64.823545,-147.894367,,,,GPS,0-30,,,,when water down,ELODE,FALSE,,Elodea Michx. sp.,waterweed,Hydrocharitaceae,79,0,0,N/A,,Not Collected,None,,,Survey for Elodea nuttallii - sweep of the Chena River in a motorboat,,Changed Plant Species Code from 'NONE' to 'ELODE' (LAF),
akepic_weed_observation_flat.fid--2f0727_1675e0d5d0d_-2d8b,521287,7/21/2011,Fairbanks Elodea survey,"Sharp, T.; Peek, R.",SWCD,,NOSL11-002,,Reconnaissance,no,0.5,Single species study,,,,POINT (-147.80908 64.84734),64.84734,-147.80908,,,,GPS,0-30,,,,bridge off Indiana Rd. Crossing,ELODE,FALSE,,Elodea Michx. sp.,waterweed,Hydrocharitaceae,79,0,0,N/A,,Not Collected,None,,ELNU2 not found at this site,"Survey of Fairbanks area streams, lakes, and rivers for the aquatic invasive plant, Elodea nuttallii",,Changed Plant Species Code from 'NONE' to 'ELODE' (LAF),
akepic_weed_observation_flat.fid--2f0727_1675e0d5d0d_-2d8a,521302,7/21/2011,Fairbanks Elodea survey,"Medinger, L.; Chardon, K.",SWCD,,CHRIB-030,,Reconnaissance,no,,Single species study,,,,POINT (-147.845708 64.839854),64.839854,-147.845708,,,,GPS,0-30,,,,Ft Wainwright Boat Launch,ELODE,FALSE,,Elodea Michx. sp.,waterweed,Hydrocharitaceae,79,0,0,N/A,,Not Collected,None,,,Survey for Elodea nuttallii - sweep of the Chena River in a motorboat,,Changed Plant Species Code from 'NONE' to 'ELODE' (LAF),
akepic_weed_observation_flat.fid--2f0727_1675e0d5d0d_-2d89,521308,7/22/2011,Fairbanks Elodea survey,"Sharp, T.",SWCD,,DELA11-003,,Reconnaissance,no,1,Single species study,,,,POINT (-149.94565 64.83936),64.83936,-149.94565,,,,GPS,0-30,,,,"East side of lake, by pilot's house",ELODE,FALSE,,Elodea Michx. sp.,waterweed,Hydrocharitaceae,79,0,0,N/A,,Not Collected,None,,ELNU2 not found at this site,"Survey of Fairbanks area streams, lakes, and rivers for the aquatic invasive plant, Elodea nuttallii",,Changed Plant Species Code from 'NONE' to 'ELODE' (LAF),
akepic_weed_observation_flat.fid--2f0727_1675e0d5d0d_-2d88,521307,7/22/2011,Fairbanks Elodea survey,"Sharp, T.",SWCD,,DELA11-001,,Reconnaissance,no,1,Single species study,,,,POINT (-149.96153 64.83598),64.83598,-149.96153,,,,GPS,0-30,,,,South end,ELODE,FALSE,,Elodea Michx. sp.,waterweed,Hydrocharitaceae,79,0,0,N/A,,Not Collected,None,,ELNU2 not found at this site,"Survey of Fairbanks area streams, lakes, and rivers for the aquatic invasive plant, Elodea nuttallii",,Changed Plant Species Code from 'NONE' to 'ELODE' (LAF),
akepic_weed_observation_flat.fid--2f0727_1675e0d5d0d_-2d87,521309,7/22/2011,Fairbanks Elodea survey,"Sharp, T.",SWCD,,DELA11-002,,Reconnaissance,no,1,Single species study,,,,POINT (-149.97192 64.85082),64.85082,-149.97192,,,,GPS,0-30,,,,North Side of Lake,ELODE,FALSE,,Elodea Michx. sp.,waterweed,Hydrocharitaceae,79,0,0,N/A,,Not Collected,None,,,"Survey of Fairbanks area streams, lakes, and rivers for the aquatic invasive plant, Elodea nuttallii",,Changed Plant Species Code from 'NONE' to 'ELODE' (LAF),
akepic_weed_observation_flat.fid--2f0727_1675e0d5d0d_-2d86,521381,7/26/2011,Fairbanks Elodea survey,"Medinger, L.; Sharp, T.; Peek, R.",SWCD,,DESL11-005,,Reconnaissance,no,0.5,Single species study,,,,POINT (-147.84431 64.846493),64.846493,-147.84431,,,,GPS,0-30,,,,Loftus Rd Crossing-West side,ELODE,FALSE,,Elodea Michx. sp.,waterweed,Hydrocharitaceae,79,0,0,N/A,,Not Collected,None,,,"Survey of Fairbanks area streams, lakes, and rivers for the aquatic invasive plant, Elodea nuttallii",,Changed Plant Species Code from 'NONE' to 'ELODE' (LAF),
akepic_weed_observation_flat.fid--2f0727_1675e0d5d0d_-2d85,521379,7/26/2011,Fairbanks Elodea survey,"Peek, R.; Medinger, L.; Sharp, T.; Chardon, K.",SWCD,,CRCR11-001,,Reconnaissance,no,0.5,Single species study,,,,POINT (-147.87051 64.84709),64.84709,-147.87051,,,,GPS,0-30,,,,"Chena Ridge Rd crossing, upstream",ELODE,FALSE,,Elodea Michx. sp.,waterweed,Hydrocharitaceae,79,0,0,N/A,,Not Collected,None,,ELNU2 not found at this site,"Survey of Fairbanks area streams, lakes, and rivers for the aquatic invasive plant, Elodea nuttallii",,Changed Plant Species Code from 'NONE' to 'ELODE' (LAF),
akepic_weed_observation_flat.fid--2f0727_1675e0d5d0d_-2d84,521376,7/26/2011,Fairbanks Elodea survey,"Medinger, L.; Sharp, T.; Peek. R.",SWCD,,DESL11-006,,Reconnaissance,no,0.5,Single species study,,,,POINT (-147.8438 64.84656),64.84656,-147.8438,,,,GPS,0-30,,,,Loftus Rd Crossing-East side,ELODE,FALSE,,Elodea Michx. sp.,waterweed,Hydrocharitaceae,79,0,0,N/A,,Not Collected,None,,ELNU2 not found at this site,"Survey of Fairbanks area streams, lakes, and rivers for the aquatic invasive plant, Elodea nuttallii",,Changed Plant Species Code from 'NONE' to 'ELODE' (LAF),
akepic_weed_observation_flat.fid--2f0727_1675e0d5d0d_-2d83,256837,7/26/2011,Fairbanks Elodea survey,"Peek, R.; Medinger, L.; Sharp, T.; Chardon, K.",CWMA,,CHRI11-031,,,no,0.5,Single species study,,,,POINT (-147.8463 64.84047),64.84047,-147.8463,,,,GPS,0-5,,,,upstream island in front of Parks Hwy Crossing,ELODE,TRUE,,Elodea Michx. sp.,waterweed,Hydrocharitaceae,79,0.001,3,,,None,,,Elodea nuttallii; Cover class 1: 1-5% cover,"Survey of Fairbanks area streams, lakes, and rivers for the aquatic invasive plant, Elodea nuttallii",,,
akepic_weed_observation_flat.fid--2f0727_1675e0d5d0d_-2d82,521380,7/26/2011,Fairbanks Elodea survey,"Peek, R.; Medinger, L.; Sharp, T.; Chardon, K.",SWCD,,CRCR11-002,,Reconnaissance,no,0.5,Single species study,,,,POINT (-147.87068 64.84628),64.84628,-147.87068,,,,GPS,0-30,,,,"Chena Ridge Rd crossing, downstream",ELODE,FALSE,,Elodea Michx. sp.,waterweed,Hydrocharitaceae,79,0,0,N/A,,Not Collected,None,,ELNU2 not found at this site,"Survey of Fairbanks area streams, lakes, and rivers for the aquatic invasive plant, Elodea nuttallii",,Changed Plant Species Code from 'NONE' to 'ELODE' (LAF),
akepic_weed_observation_flat.fid--2f0727_1675e0d5d0d_-2d81,521374,7/26/2011,Fairbanks Elodea survey,"Medinger, L.; Sharp, T.; Peek. R.",SWCD,,DESL11-008,,Reconnaissance,no,0.1,Single species study,,,,POINT (-147.84454 64.84281),64.84281,-147.84454,,,,GPS,0-30,,,,S. Loftus Rd Crossing-West side,ELODE,FALSE,,Elodea Michx. sp.,waterweed,Hydrocharitaceae,79,0,0,N/A,,Not Collected,None,,ELNU2 not found at this site,"Survey of Fairbanks area streams, lakes, and rivers for the aquatic invasive plant, Elodea nuttallii",,Changed Plant Species Code from 'NONE' to 'ELODE' (LAF),
akepic_weed_observation_flat.fid--2f0727_1675e0d5d0d_-2d80,521377,7/26/2011,Fairbanks Elodea survey,"Medinger, L.; Sharp, T.; Peek. R.",SWCD,,DESL11-004,,Reconnaissance,no,0.5,Single species study,,,,POINT (-147.82993 64.84513),64.84513,-147.82993,,,,GPS,0-30,,,,Fairbanks street crossing-West side,ELODE,FALSE,,Elodea Michx. sp.,waterweed,Hydrocharitaceae,79,0,0,N/A,,Not Collected,None,,ELNU2 not found at this site,"Survey of Fairbanks area streams, lakes, and rivers for the aquatic invasive plant, Elodea nuttallii",,Changed Plant Species Code from 'NONE' to 'ELODE' (LAF),
akepic_weed_observation_flat.fid--2f0727_1675e0d5d0d_-2d7f,521378,7/26/2011,Fairbanks Elodea survey,"Medinger, L.; Sharp, T.; Peek. R.",SWCD,,DESL11-003,,Reconnaissance,no,0.25,Single species study,,,,POINT (-147.82912 64.8445),64.8445,-147.82912,,,,GPS,0-30,,,,Fairbanks street crossing-East side,ELODE,FALSE,,Elodea Michx. sp.,waterweed,Hydrocharitaceae,79,0,0,N/A,,Not Collected,None,,ELNU2 not found at this site,"Survey of Fairbanks area streams, lakes, and rivers for the aquatic invasive plant, Elodea nuttallii",,Changed Plant Species Code from 'NONE' to 'ELODE' (LAF),
akepic_weed_observation_flat.fid--2f0727_1675e0d5d0d_-2d7e,521375,7/26/2011,Fairbanks Elodea survey,"Medinger, L.; Sharp, T.; Peek. R.",SWCD,,DESL11-007,,Reconnaissance,no,0.5,Single species study,,,,POINT (-147.84393 64.84258),64.84258,-147.84393,,,,GPS,0-30,,,,S. Loftus Rd Crossing-East side,ELODE,FALSE,,Elodea Michx. sp.,waterweed,Hydrocharitaceae,79,0,0,N/A,,Not Collected,None,,ELNU2 not found at this site,"Survey of Fairbanks area streams, lakes, and rivers for the aquatic invasive plant, Elodea nuttallii",,Changed Plant Species Code from 'NONE' to 'ELODE' (LAF),
akepic_weed_observation_flat.fid--2f0727_1675e0d5d0d_-2d7d,455169,7/26/2011,Fairbanks Elodea survey,"Peek, R.; Medinger, L.; Sharp, T.; Chardon, K.",CWMA,,CHRI11-032,,,no,0.5,Single species study,,,,POINT (-147.8472 64.84054),64.84054,-147.8472,418,,,GPS,0-30,,,,North end of Riverboat Discovery Harbor,ELODE,TRUE,,Elodea Michx. sp.,waterweed,Hydrocharitaceae,79,0.001,1,N/A,,None,,,Elodea nuttallii; Cover class 1: 1-5% cover,"Survey of Fairbanks area streams, lakes, and rivers for the aquatic invasive plant, Elodea nuttallii",,"Percent cover and stem count not populated, default value of 1% and N/A were entered (LAF)",
